334477,79.63,9208,-272,11292
334494,79.64,9056,-208,11332
334511,79.64,8892,-188,11100
334528,79.63,9044,-264,11564
334545,79.64,8988,-248,11416
334562,79.64,8972,-236,11508
334579,80.48,8920,-316,11160
334596,79.63,8976,-256,11104
334613,80.48,9060,-212,11420
334630,80.07,9112,-284,11504
334647,79.64,9044,-240,11600
334664,79.25,9148,-212,11360
334681,80.06,9092,-284,11364
334698,79.63,9088,-236,11284
334715,80.06,8920,-280,11348
334732,79.64,9000,-364,11404
334749,80.48,8992,-256,11244
334766,80.48,8932,-240,11428
334783,79.64,9044,-240,11332
334800,79.61,8952,-196,11356
334817,79.61,9028,-220,11216
334834,79.61,9016,-272,11036
334851,79.64,8980,-308,11552
334868,79.64,8904,-188,11444
334885,79.61,9028,-288,11272
334902,80.48,8932,-280,11576
334919,80.06,8932,-244,11272
334936,80.06,8960,-396,11400
334953,79.61,8976,-120,11436
334970,80.47,9068,-180,11492
334987,79.61,8892,-256,11500
335004,79.22,9132,-128,11896
335021,80.04,9128,-160,11784
335038,79.58,8924,-300,11768
335055,79.58,8908,-172,11420
335072,80.40,8948,-352,11432
335089,79.52,7740,-304,11480
335106,79.11,8384,-332,11568
335123,79.88,5228,-1584,10644
335140,79.01,9196,692,13192
335157,78.94,5400,468,9192
335174,78.84,4804,136,10524
335191,78.67,5272,-444,11016
335208,79.28,4740,80,9540
335225,79.03,5052,-152,10108
335242,77.90,5156,-316,10476
335259,77.96,5332,-172,10264
335276,77.59,5424,-796,11064
335293,77.59,6276,-592,12800
335310,76.73,6096,324,12740
335327,76.20,6428,748,11716
335344,75.63,6308,152,13300
335360,74.64,6032,164,11100
335377,74.84,6124,4,10596
335393,74.23,5804,-36,10608
335409,73.57,5940,-112,11680
335425,73.28,5584,312,11244
335441,71.26,5864,-124,10156
335457,70.49,5856,-220,11124
335473,70.06,5900,96,11588
335489,69.66,5988,-280,11140
335505,68.81,6084,-96,11576
335521,67.50,6080,-248,10768
335537,66.89,6220,-208,11648
335553,65.51,6040,-56,11684
335569,64.91,6100,-120,11024
335585,64.28,5752,-348,11516
335601,62.39,5680,-248,11488
335617,60.80,5716,-252,11860
335633,59.61,6280,-120,11256
335649,59.24,6092,-372,11832
335665,57.54,5840,-116,12080
335680,56.27,6384,-620,11240
335695,55.87,6248,-276,11936
335710,55.02,5584,-184,11084
335725,54.61,5660,-204,12652
335740,54.16,6580,-708,11100
335756,67.85,5636,-296,11964
335772,66.18,6132,-336,11904
335790,106.69,6080,-572,11924
335808,103.74,5708,-104,11500
335826,103.23,6520,-704,11640
335844,100.57,6248,-248,12196
335862,100.84,6416,-264,11924
335876,36.39,6336,-408,11608
335890,34.21,5932,-188,12480
335904,33.29,5992,-304,11948
335918,31.92,6060,-544,12256
335932,30.53,6160,-516,12124
335946,29.12,6696,-416,11588
335960,27.70,6312,-692,11992
335974,26.26,6228,-736,12384
335988,25.23,6064,-508,12036
336002,23.32,6160,-564,12164
336015,21.80,6288,-436,11776
336028,20.39,6472,-708,12272
336041,18.95,6400,-680,12496
336054,17.51,6540,-340,12220
336067,15.61,6964,236,12460
336080,14.59,7668,176,12152
336093,13.10,7172,-152,12912
336106,11.18,6288,-596,10984
336119,9.24,6252,-612,12440
336132,8.70,6376,-556,11664
336144,5.39,6252,-576,12904
336156,4.46,6256,4268,24236
336168,6.00,32767,-20308,-32768
336180,4.51,32767,32767,32767
336192,4.61,32767,10928,21960
336204,4.15,2876,-8440,-7952
336216,4.58,5920,-832,15816
336228,4.92,-7064,1132,23184
336241,6.52,-1992,-800,2088
336253,5.02,-10840,228,5700
336266,6.41,-15160,3196,24704
336278,5.95,-3988,-1520,12080
336290,5.44,5092,-4532,7656
336302,4.92,16132,-1200,9232
336314,5.69,15976,2688,11244
336327,6.47,7076,16,8880
336339,5.95,4196,-1364,7828
336351,4.61,10956,1640,11344
336363,5.02,15436,904,8128
336375,5.02,11120,-1400,9044
336387,4.61,8028,-880,13636
336399,4.61,7680,-396,13956
336411,5.08,7616,284,10676
336423,5.09,8204,-252,9916
336435,5.54,7548,-544,13260
336447,5.54,6596,-612,14976
336459,6.00,7232,28,12924
336471,6.00,7464,24,12208
336484,6.41,7336,-536,13952
336496,5.54,7912,-264,12300
336508,5.08,8816,-100,10192
336520,5.08,8404,-168,11320
336532,5.08,7864,-20,12284
336544,5.08,7628,-244,12368
336556,5.08,8304,-320,11924
336568,5.08,8380,-196,10656
336580,5.08,8856,-112,10672
336592,5.08,7820,-20,12320
336604,5.08,7636,-248,12668
336616,5.08,8180,-620,12948
336628,5.08,7952,-396,12184
336640,5.08,7968,-196,10840
336652,5.08,8048,-176,11616
336664,5.08,7864,-48,12840
336676,5.08,7752,-188,12552
336688,5.08,7964,-284,12008
336700,5.08,8136,-124,11388
336712,5.08,8512,-216,10828
336724,5.08,8264,-160,12060
336736,5.08,7532,-72,12664
336748,5.08,7464,-236,12516
336760,5.08,7964,-284,12512
336772,5.08,8040,-296,11400
336784,5.08,8268,-220,10820
336796,5.08,8084,-52,12312
336808,5.08,7712,-124,12584
336820,5.08,7920,-376,12204
336832,5.08,8120,-188,12168
336844,5.08,8068,-160,11284
336856,5.08,8080,-132,11224
336868,5.08,8016,-116,12600
336880,5.08,7784,-92,12476
336892,5.08,7824,-244,12180
336904,5.08,8052,-288,11864
336916,5.08,8460,-328,10968
336928,5.08,8304,-176,11632
336940,5.08,7680,-144,12492
336952,5.08,7496,-24,12212
336964,5.08,8020,-116,12356
336976,5.08,8044,-248,11744
336988,5.08,7972,-288,11212
337000,5.08,8028,-152,11708
337012,5.08,8020,-64,12200
337024,5.08,7784,-264,12288
337036,5.08,7796,-292,12212
337048,5.08,8200,-304,11540
337060,5.08,8204,-264,11528
337072,5.08,8100,-100,11936
337084,5.08,7776,-116,12300
337096,5.08,7788,-136,12368
337108,5.08,8032,-236,12040
337120,5.08,8180,-352,11308
337132,5.08,8236,-236,11484
337144,5.08,7856,-164,11916
337156,5.08,7800,-176,12404
337168,5.08,7804,-184,12476
337180,5.08,8080,-236,11768
337192,5.08,8032,-268,11424
337204,5.08,8232,-280,11524
337216,5.08,8172,-56,11904
337228,5.08,7764,-148,12408
337240,5.08,7664,-204,12356
337252,5.08,8080,-264,11780
337264,5.08,8240,-264,11624
337276,5.08,7976,-228,11520
337288,5.08,7884,-112,12000
337300,5.08,7916,-32,12612
337312,5.08,7848,-228,12172
337324,5.08,8028,-304,11700
337336,5.08,8168,-136,11660
337348,5.08,8048,-188,11512
337360,5.08,7868,-204,12148
337372,5.08,7688,-164,12548
337384,5.08,7988,-156,11932
337396,5.08,8124,-236,11880
337408,5.08,8064,-192,11576
337420,5.08,8180,-232,11680
337432,5.08,7928,-120,12248
337444,5.08,7612,-148,12404
337456,5.08,7828,-252,11924
337468,5.08,8220,-172,11788
337480,5.08,8100,-160,11416
337492,5.08,8032,-116,11444
337504,5.08,8060,-144,12360
337516,5.09,7808,-76,12308
337528,5.08,8000,-260,12008
337540,5.08,8072,-296,11860
337552,5.08,8232,-204,11596
337564,5.08,8084,-192,11888
337576,5.08,7680,-128,12404
337588,5.08,7928,-232,12152
337600,5.08,8028,-160,11932
337612,5.08,8060,-288,11640
337624,5.08,8040,-228,11456
337636,5.08,8132,16,12000
337648,5.08,7732,-96,12304
337660,5.08,7796,-204,12260
337672,5.08,8068,-276,12124
337684,5.08,8144,-264,11588
337696,5.08,8160,-216,11420
337708,5.08,7932,-88,12104
337720,5.08,7900,-44,12272
337732,5.08,7896,-156,12136
337744,5.08,7988,-264,12072
337756,5.08,8120,-200,11568
337768,5.08,8140,-172,11760
337780,5.08,7944,-116,12268
337792,5.08,7736,-120,12196
337804,5.08,8020,-160,12140
337816,5.08,8120,-260,11920
337828,5.08,8080,-324,11392
337840,5.08,8100,-96,11740
337852,5.08,7988,-88,12216
337864,5.08,7816,-176,12240
337876,5.08,8044,-144,12092
337888,5.09,8180,-216,11816
337900,5.08,8100,-216,11368
337912,5.08,8068,-144,11952
337924,5.08,7856,-140,12076
337936,5.08,7800,-112,12208
337948,5.08,7888,-260,12172
337960,5.08,8040,-276,11616
337972,5.08,8260,-260,11640
337984,5.08,8044,-180,11976
337996,5.08,7772,-156,12288
338008,5.08,7896,-200,12308
338020,5.08,8108,-212,12120
338032,5.08,8088,-268,11632
338044,5.08,8076,-260,11480
338056,5.08,8088,-140,11992
338068,5.08,7892,-216,12264
338080,5.08,7732,-248,12400
338092,5.08,8052,-188,11912
338104,5.08,8164,-312,11756
338116,5.08,8012,-208,11692
338128,5.08,8044,-180,11860
338140,5.08,7884,-156,12292
338152,5.08,7876,-140,12192
338164,5.08,7904,-236,11972
338176,5.08,8160,-216,11788
338188,5.08,8148,-200,11780
338200,5.08,7840,-168,11972
338212,5.08,7820,-200,12276
338224,5.08,8060,-156,11984
338236,5.08,7940,-264,11820
338248,5.08,7996,-208,11812
338260,5.08,8144,-116,11720
338272,5.08,8000,-172,11960
338284,5.08,7648,-216,12360
338296,5.08,7868,-216,12108
338308,5.08,8116,-220,11828
338320,5.09,8048,-176,11588
338332,5.09,7984,-284,11728
338344,5.08,7968,-172,12024
338356,5.08,8032,-136,12112
338368,5.08,7776,-280,11940
338380,5.08,8056,-264,11828
338392,5.08,8112,-180,11656
338404,5.08,8084,-148,11904
338416,5.08,7720,-196,12200
338428,5.08,7884,-200,12164
338440,5.08,8180,-204,11908
338452,5.08,8060,-292,11876
338464,5.08,8020,-292,11640
338476,5.08,8256,-200,12016
338488,5.09,7972,-220,12160
338500,5.09,7772,-184,12252
338512,5.08,8032,-268,12024
338524,5.08,8184,-204,11776
338536,5.08,8084,-112,11724
338548,5.08,7924,-196,11880
338560,5.08,7888,-200,12104
338572,5.08,7976,-160,12196
338584,5.08,7960,-272,11932
338596,5.08,8096,-236,11696
338608,5.08,8140,-120,11716
338620,5.08,7912,-192,12000
338632,5.08,7804,-200,11948
338644,5.08,7928,-260,11932
338656,5.08,8048,-184,12000
338668,5.08,8052,-220,11576
338680,5.08,8036,-196,11844
338692,5.08,8064,-148,12064
338704,5.08,7864,-176,12240
338716,5.08,7984,-272,12136
338728,5.08,8088,-244,11900
338740,5.08,8144,-212,11588
338752,5.08,8000,-320,11908
338764,5.08,8000,-40,12056
338776,5.08,7896,-176,12160
338788,5.08,7924,-336,12092
338800,5.08,8076,-304,11836
338812,5.08,8236,-260,11696
338824,5.08,8104,-236,11832
338836,5.08,7876,-164,11948
338848,5.08,7912,-216,12088
338860,5.08,7992,-188,12152
338872,5.08,7936,-260,11740
338884,5.08,8108,-252,11660
338896,5.08,8108,-176,12008
338908,5.08,7876,-204,12052
338920,5.08,7872,-164,12228
338932,5.08,8028,-268,12000
338944,5.08,8188,-148,11748
338956,5.08,7988,-188,11652
338968,5.08,8020,-120,11848
338980,5.09,8060,-172,12112
338992,5.08,7840,-148,12140
339004,5.08,7832,-316,11992
339016,5.09,8052,-180,11696
339028,5.08,8108,-164,11732
339040,5.08,7996,-108,12052
339052,5.08,7844,-236,12096
339064,5.08,8000,-196,12084
339076,5.08,8036,-192,11948
339088,5.08,7896,-136,11700
339100,5.09,8020,-172,11800
339112,5.08,8100,-176,12008
339124,5.08,7896,-172,12224
339136,5.08,7800,-208,12024
339148,5.08,8120,-188,11828
339160,5.08,8128,-228,11724
339172,5.08,8064,-140,11744
339184,5.08,7944,-152,11992
339196,5.08,7908,-104,12200
339208,5.08,7896,-192,12148
339220,5.09,7904,-208,12008
339232,5.08,8108,-76,11804
339244,5.08,8192,-240,11812
339256,5.08,8420,212,11748
339268,5.08,8048,-472,10800
339280,5.95,7488,-256,13268
339292,5.54,7704,-268,12600
339304,5.54,8208,-156,10684
339316,5.54,8236,-184,11316
339328,5.54,7856,-404,12640
339340,6.00,7056,-20,11476
339352,6.00,7272,-260,11592
339364,6.00,7680,-288,12204
339376,5.54,7956,-248,11820
339388,5.54,8188,-4,11728
339400,5.54,8396,20,12076
339412,5.54,8560,-220,13624
339424,5.54,1748,-528,15512
339436,5.08,-1060,36,9364
339448,4.61,8948,-1220,9948
339460,4.10,12264,-744,13580
339472,4.51,14484,1688,12060
339484,4.51,15696,-2352,8324
339496,4.10,8236,-356,9508
339508,4.56,4888,-104,14312
339520,4.56,3692,-148,14972
339532,4.12,3976,-668,11852
339544,4.10,6148,-1296,13020
339556,4.48,8700,-900,16448
339568,4.87,11736,616,14988
339580,5.23,7464,1244,12716
339592,5.64,9224,-40,13056
339604,6.00,10488,-2160,14140
339617,7.70,11944,-488,14172
339630,10.58,12780,292,14440
339643,9.74,12720,512,14564
339656,9.40,13264,896,13084
339669,9.55,11672,1284,8152
339682,9.76,9544,1648,5688
339695,9.50,6804,1336,6224
339708,9.60,5412,-284,7032
339721,9.66,5248,-1252,6356
339734,10.12,2296,-2192,6168
339747,9.66,11416,-4124,22892
339760,9.60,12208,-192,13928
339773,9.60,8872,2748,6860
339786,9.55,11508,1608,7452
339799,9.55,11992,1116,7420
339812,9.55,14096,-1812,6276
339825,9.60,12820,-1352,3920
339838,9.66,12296,-288,6024
339851,10.12,14236,-2644,13584
339864,10.20,11208,-1348,11736
339877,10.32,4084,2892,11116
339890,10.43,12440,-1372,21016
339903,10.48,24704,-1128,17828
339916,10.68,10788,2564,8644
339929,10.43,11192,2592,7020
339942,11.04,16704,2264,9524
339955,11.76,19944,1604,10024
339968,12.59,16568,340,9044
339981,12.18,16420,-1308,12792
339994,13.57,17584,-1192,10672
340007,13.77,16760,-616,12480
340020,14.49,17236,-208,14492
340033,15.66,16012,8,15248
340046,16.48,16992,540,15908
340059,17.42,15364,640,14476
340072,17.15,15052,360,16184
340085,18.09,15964,148,15996
340098,20.46,16168,224,16184
340111,20.82,15512,464,16308
340124,14.49,14648,496,15936
340137,14.59,14180,848,16148
340151,26.41,14100,1416,15356
340165,27.13,14384,1708,16476
340179,28.73,14776,2260,16760
340193,31.28,14000,2360,16976
340206,16.34,13852,2044,17424
340219,16.55,13132,1588,17992
340232,17.20,12576,1028,18400
340245,17.42,12052,456,18980
340260,41.45,11864,-44,18936
340275,43.85,11424,-524,19008
340289,24.25,11016,-748,18636
340303,25.00,11016,-1100,17572
340317,26.57,9580,-1952,16632
340331,26.87,6944,-2700,16056
340345,28.47,7100,-2380,14612
340359,30.06,6124,-1656,14804
340373,32.12,6436,-988,13516
340387,33.77,6540,-964,13424
340404,85.92,5876,-368,13360
340421,87.38,6000,108,12752
340438,90.14,6696,1032,12524
340456,94.77,9028,1560,11992
