469213,80.02,8756,200,10236
469230,79.61,8312,-624,11664
469247,79.25,8492,-68,11380
469264,80.48,9428,-136,12008
469281,79.63,8504,4,11348
469298,79.63,8728,-268,11392
469315,79.23,8940,-112,10944
469332,79.61,8444,-304,11712
469349,79.61,10236,96,11376
469366,79.23,9292,-156,11364
469383,79.23,8764,40,11544
469400,79.23,9316,-60,11164
469417,79.59,9064,-196,10996
469434,79.63,8712,-112,11204
469451,80.00,9060,-288,11876
469468,79.61,8072,-376,10752
469485,79.59,6008,-652,10984
469502,79.95,5012,-172,11488
469519,79.80,6116,8,11108
469536,78.84,5012,-660,11104
469553,78.99,5364,-688,11088
469570,78.32,5844,-352,11536
469587,77.98,5340,168,11284
469604,77.57,5276,128,10848
469621,77.59,6268,-628,11652
469638,76.69,6844,-696,11308
469655,76.57,6812,-308,11572
469672,76.04,6672,-552,11352
469689,75.07,7180,-328,11780
469705,74.05,6332,60,10704
469721,73.42,7244,-40,10432
469737,72.80,7652,-8,11640
469753,72.60,7340,36,11624
469769,72.73,7144,92,10856
469785,72.13,8268,-52,11692
469801,71.02,7912,156,12364
469817,69.95,8748,-512,10728
469833,68.86,9144,-212,11624
469849,68.14,9312,-264,10828
469865,67.88,8316,216,11504
469881,68.02,7884,-288,11916
469897,66.47,7928,-132,12316
469913,65.75,8068,-48,12568
469929,65.87,8912,-756,10924
469945,64.71,9216,-16,13620
469961,63.99,8892,-1320,8004
469977,63.66,10384,-1216,12360
469993,62.53,8388,-500,11284
470009,61.79,9964,-948,10688
470025,61.11,8444,-380,11416
470041,60.39,10712,-516,11212
470057,60.04,9468,-1020,10496
470073,58.94,9100,-752,11696
470089,58.28,9152,-1136,11636
470104,57.59,9688,-764,10968
470119,56.92,9444,-952,12380
470134,56.30,8396,-1556,11164
470149,55.65,8136,-900,11524
470164,55.45,7528,-1284,10896
470179,54.78,7716,-924,10312
470194,54.57,8224,-540,12152
470209,53.44,8416,-808,11736
470224,53.23,8364,-980,11072
470239,53.82,7196,-756,11444
470255,68.98,7540,-1720,11432
470271,66.83,7740,-1024,11736
470287,66.80,7068,-1064,10940
470305,102.06,7692,-296,12220
470323,97.60,7600,-772,11460
470341,98.78,7800,-624,11852
470359,96.95,6956,-568,12108
470374,45.46,7188,-720,11192
470389,44.69,7020,-636,11988
470404,43.92,6212,-976,11508
470422,94.50,6992,-972,12132
470440,94.65,6452,-616,11868
470457,91.80,6416,-1288,11064
470471,37.61,6612,-72,11964
470485,35.95,6112,-832,11672
470499,35.55,6708,-768,11772
470513,34.27,6352,-672,12068
470527,34.27,6420,-668,11920
470541,33.39,6432,-772,12656
470555,31.64,6348,-548,11712
470569,31.13,6200,-1336,11508
470583,30.63,6564,-884,11716
470597,28.81,7076,-724,11712
470611,28.26,6512,-908,11508
470625,27.27,5892,-772,11348
470639,25.86,5348,-820,11780
470653,24.80,5728,-1260,11848
